"canonicalRowIndex","rep","n","m","lambda","eta","pStar","areaStar","selectedCandidateStar","p2Winner","p2Area","p2Comparable","p2WinnerDiffers","p2RelativeGain","ci1P","ci1Winner","ci1Area","ci1Comparable","ci1WinnerDiffers","ci1RelativeGain"
50,50,51,3,0.5,1,"1.3223626212165736",0.014385679226013418,3,3,0.012561674283193887,true,false,0.14520396737717087,1.5849625007211563,3,0.013672521434288975,true,false,0.05215993225184735
54,54,51,3,0.5,1,"1.1741172377804836",0.002193298713597476,3,3,0.0012030344951324975,true,false,0.8231386734724633,1.5849625007211563,3,0.0018061878094334876,true,false,0.2143248349602172
58,58,51,3,0.5,1,"1",0.0314516129032258,1,1,0.02613922919874046,true,false,0.20323413762871462,1.5849625007211563,1,0.028322777375822603,true,false,0.11047064650072372
61,61,51,3,0.5,1,"1.119310173285797",0.015730132486214087,3,3,0.012098075859757832,true,false,0.3002177097051991,1.5849625007211563,3,0.013852572412853828,true,false,0.13553873009305242
64,64,51,3,0.5,1,"1.5938606847697756",0.011905088579565464,3,3,0.011111350625708288,true,false,0.07143487597454698,1.5849625007211563,1,0,false,,
68,68,51,3,0.5,1,"1.3223626212165736",0.003170298159741278,3,3,0.0024820353562352883,true,false,0.27729774347370134,1.5849625007211563,3,0.002928157693047463,true,false,0.08269379318905769
70,70,51,3,0.5,1,"1",0.008333333333333331,1,1,0.006359349898438615,true,false,0.3104064828040646,1.5849625007211563,1,0.007185795729479176,true,false,0.15969527204154588
74,74,51,3,0.5,1,"1.1741172377804836",0.022720453665364165,3,3,0.019058677793565824,true,false,0.19213168465624358,1.5849625007211563,3,0.020885135814493375,true,false,0.08787674962578693
78,78,51,3,0.5,1,"1.3223626212165736",0.003170298159741278,3,3,0.0024820353562352883,true,false,0.27729774347370134,1.5849625007211563,3,0.002928157693047463,true,false,0.08269379318905769
80,80,51,3,0.5,1,"1.2233801540552787",0.006531586359012803,3,3,0.005074586254141461,true,false,0.28711702430562835,1.5849625007211563,3,0.00588615555552914,true,false,0.10965235243866091
81,81,51,3,0.5,1,"1",0.00883838383838384,1,1,0.007664907660442743,true,false,0.1530972361216043,1.5849625007211563,1,0.008156496096004714,true,false,0.08360057239690634
